joint_id,name,samples,duration_s,q_rmse,q_max_abs_error,tau_cmd_abs_max,tau_mean_abs,eid_tau_limit,flags,warning
1,RightHipPitch,2000,,0.019872,0.038454,3.5560,0.4740,,0,
2,RightKnee,2000,,0.061031,0.194584,5.3074,0.3788,,0,
